id,type,related_planets,house,reading,source_month,source_sign
529,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,苏珊米勒2023年4月天秤座
530,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,苏珊米勒2023年4月天秤座
531,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,苏珊米勒2023年4月天秤座
532,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,苏珊米勒2023年4月天秤座
533,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,苏珊米勒2023年4月天秤座
534,日食,,10,这一主题还将在4月19日的白羊座日食进一步得以强调，这是巨蟹的事业高光时刻，因为日食同样发生在你的事业和荣誉宫,2023-04,苏珊米勒2023年4月巨蟹座
535,日食,,10,这一主题还将在4月19日的白羊座日食进一步得以强调，这是巨蟹的事业高光时刻，因为日食同样发生在你的事业和荣誉宫,2023-04,苏珊米勒2023年4月巨蟹座
536,日食,,10,这一主题还将在4月19日的白羊座日食进一步得以强调，这是巨蟹的事业高光时刻，因为日食同样发生在你的事业和荣誉宫,2023-04,苏珊米勒2023年4月巨蟹座
537,日食,,10,这一主题还将在4月19日的白羊座日食进一步得以强调，这是巨蟹的事业高光时刻，因为日食同样发生在你的事业和荣誉宫,2023-04,苏珊米勒2023年4月巨蟹座
538,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,苏珊米勒2023年4月摩羯座
539,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,苏珊米勒2023年4月摩羯座
540,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,苏珊米勒2023年4月摩羯座
541,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,苏珊米勒2023年4月摩羯座
542,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,苏珊米勒2023年4月摩羯座
543,日食,水星,,你要记住，在日食象征的消息来到身边之后，要放慢脚步，水星会从4月21日在金牛座开始逆行，直到5月14日结束逆行,2023-04,金牛座
544,日食,冥王星,,这次新月日食期间，冥王星代表一种专横、苛刻、咄咄逼人的人，他会野蛮肆意的方法来谈判,2023-04,金牛座
545,日食,冥王星,,这次新月日食期间，冥王星代表一种专横、苛刻、咄咄逼人的人，他会野蛮肆意的方法来谈判,2023-04,金牛座
546,日食,,,到了5月19日，新月（这次不是日食）将把五个天体带到你代表秘密的第十二宫，所以在与他人打交道时要小心谨慎,2023-05,双子座
547,日食,,,到了5月19日，新月（这次不是日食）将把五个天体带到你代表秘密的第十二宫，所以在与他人打交道时要小心谨慎,2023-05,双子座
548,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,双子座
549,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,双子座
550,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,双子座
551,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,双子座
552,日食,,,另外，因为第六宫（这次日食发生的地方）是下属所在的地方，你可能会听到一个为你工作而很值得信赖的人要离开，比如你的助理（在工作中）、保姆、你母亲的日常护理员、你的管家、记账员、园丁，或者其他你雇用的、每天或经常在家里或工作中看到的人,2023-05,双子座
553,日食,木星,,日食后11天，木星将抵达金牛座，并将从2023年5月16日一直停留到2024年5月25日——一整年,2023-05,双子座
554,月食,,,5月5日的月食似乎在，测试你当事情发展开始不如预期，你是否还有保持实际、实干、冷静、足智多谋以及保持想象力的能力,2023-05,双鱼座
555,月食,,,每次食相都肩负着寻找和暴露薄弱环节的使命，因此当宇宙想你展示它的发现，你可能会失望、悲伤或震惊，但月食所连接的是真相，因此我们要为此心怀感激,2023-05,双鱼座
556,月食,天王星,,5月5日发生天蝎座满月月食，这次月食对每个星座的每个人都是压力，因为不可预测之星天王星对冲月食,2023-05,处女座
557,月食,天王星,,5月5日发生天蝎座满月月食，这次月食对每个星座的每个人都是压力，因为不可预测之星天王星对冲月食,2023-05,处女座
558,月食,"太阳,天王星",,5月5日的天蝎座满月月食带着紧密的日天合相，天王星这颗突发消息之星与太阳相合在金牛座肩并肩运行,2023-05,处女座
559,月食,"太阳,天王星",,5月5日的天蝎座满月月食带着紧密的日天合相，天王星这颗突发消息之星与太阳相合在金牛座肩并肩运行,2023-05,处女座
560,月食,,,月食发生在你星盘第三宫出行宫，所以这时不适合出发，你星盘第三宫掌管短途出行，往往是汽车、火车或短途飞行之旅，可能遇到各种出乎意料的困难，比如机械问题，或在目的地遇到很难打交道的人,2023-05,处女座
561,月食,水星,,月食还伴随水星逆行，让气氛愈发地混乱、危急、迷茫，这次水逆从4月21日开始，持续到5月14日,2023-05,处女座
562,月食,,,我前面提了一句，5月5日的月食时，可能是一位朋友导致你停顿并带来些麻烦，但整体上看起来，你的社交生活还是充满活力,2023-05,处女座
563,日食,"太阳,水星,木星",,现在看看5月19日的金牛座28°新月，这次不是日食，新月照亮你星盘掌管头脑的第九宫，这时聚合了五颗星体，真正半个太阳系的星星，聚集在你星盘的远方宫，在一个宫位中拥有如此巨大的能量，而且更靠谱的是，所有星体都位于金牛座，与你完美兼容的另一个土象星座，包括新月（机会）、太阳（力量）、水星（消息）、木星（运气）,2023-05,处女座
564,日食,"太阳,水星,木星",,现在看看5月19日的金牛座28°新月，这次不是日食，新月照亮你星盘掌管头脑的第九宫，这时聚合了五颗星体，真正半个太阳系的星星，聚集在你星盘的远方宫，在一个宫位中拥有如此巨大的能量，而且更靠谱的是，所有星体都位于金牛座，与你完美兼容的另一个土象星座，包括新月（机会）、太阳（力量）、水星（消息）、木星（运气）,2023-05,处女座
565,月食,,,5月5日的这个月食可能不是一个友好的月食，而且每一个星座的每一个人都会面临意料之外突如其来的消息,2023-05,天秤座
566,月食,,,如果你正在走法庭案件的程序，或者在处理离婚协议，如果是在5月5日月食时发生的，那么你可能一开始不会满意该协议提供的方案,2023-05,天秤座
567,月食,天王星,,话虽如此，试图猜测5月5日月食会发生什么是徒劳的，因为天王星的本质就是策划惊喜，我们都不会喜欢,2023-05,天秤座
568,月食,,,记住，你永远无法回到月食发生前的状态，因为月食的任务是推动你前进，而不是回到以前的时期,2023-05,天秤座
569,月食,,,5月5日的食相和去年11月8日的食相有关，这次月食会把去年11月食相的主题带到新的高度,2023-05,天蝎座
570,月食,,,这次5月6日的月食，你可能在4月5日±5日内感觉到了，或将在6月3日±5日内才感觉到,2023-05,天蝎座
571,月食,"太阳,水星,天王星",7,这次月食可能带来些来自亲近人士的难题，也许指向确定关系的爱人——尤其是配偶——或事业合作者、合伙人、你聘请的专业人士，太阳、水星、天王星都在你星盘关系宫对冲这次月食,2023-05,天蝎座
572,月食,,,星盘第七宫掌管各种类型的“另一方”，这一宫处于困难星象下，比如这次三颗星体对冲天蝎座月食，古代占星师往往认为指向公开的敌人,2023-05,天蝎座
573,月食,,,月食往往带来激烈的竞争者来争夺你想要的工作，市场上是那种以离谱报价引诱客户想窃取市场份额的竞争者,2023-05,天蝎座
574,月食,木星,,木星将进入你星盘第七宫，月初月食导致问题的那一宫，涉及恋爱对象或事业伙伴或竞争对手,2023-05,天蝎座
575,月食,木星,,我知道5月6日的月食发生时，木星正在进入第七宫的跑道上滑行，本可以让月食变得更轻松，但可惜它5月16日才来，那也比不来好,2023-05,天蝎座
576,月食,火星,,火星正在你星盘第九宫，如果在5月20日火星离开巨蟹座之前，来一次小旅行听起来不错（但要尽量远离5月6日月食的压力），说什么也要去,2023-05,天蝎座
577,月食,,,月食也会带来让人费解的情况，所以要等到一切尘埃落定，想想发生了什么，并想一下自己可以采取什么样的应对方式,2023-05,射手座
578,月食,,,随着5月的开始，你将会在5月5日遇见一年中最艰难的食相，落在天蝎座15度的满月月食,2023-05,射手座
579,月食,,,随着5月的开始，你将会在5月5日遇见一年中最艰难的食相，落在天蝎座15度的满月月食,2023-05,射手座
580,月食,,,随着5月的开始，你将会在5月5日遇见一年中最艰难的食相，落在天蝎座15度的满月月食,2023-05,射手座
581,月食,,,如果你一直在跟心理医生讨论一个问题的话，那么这次月食可以很容易的让事情浮出水面，帮你取得突破,2023-05,射手座
582,月食,,,5月5日的这次月食不是一次简单的月食，在最开始的时候你可能会不太喜欢发生的事情，但是随着时间的推移，你会发现它就跟所有其他的食相一样，也会带来治愈和净化,2023-05,射手座
583,月食,,,5月5日的这次月食不是一次简单的月食，在最开始的时候你可能会不太喜欢发生的事情，但是随着时间的推移，你会发现它就跟所有其他的食相一样，也会带来治愈和净化,2023-05,射手座
584,月食,月亮,,（月亮的食相——月食——通常会让一位杰出的女性“掩盖住光辉”，这是我为什么会用女性举例的原因）,2023-05,射手座
585,月食,,,月食过后，新鲜的恋情将实现，你的预感也将更加强烈，幸福的爱情生活在向你招手，还有什么理由宅在家呢,2023-05,巨蟹座
586,月食,,,月食期间，外界的事也容易出发问题，有些事可能开起来毫无关联，但就是会从风马牛不相及的点开始联系到一起，发生在你身上，彻底颠覆你的生活,2023-05,巨蟹座
587,月食,,,另外，如果一段感情或一件事让你感到受伤，月食也会连眼睛都不眨地将它清理出你的生活，如果你自己下不了决心，不用担心，月食会出手,2023-05,巨蟹座
588,月食,,,而改变可能会在6月3日到来，由于占星师占星工具的特殊性，所以大家对于月食的感受可能会比它真正发生的日期早1个月，或者晚1个月，周期范围可在前后各加（减）5天,2023-05,巨蟹座
589,月食,"水星,火星",,本次月食缩短了巨蟹与火星的有效相处时间，水星逆行也没有做出什么有效的推动，特别是在工作上,2023-05,巨蟹座
590,月食,,,由于5月5日发生在天蝎座的满月月食带来的挑战，你有关某个密友的个人社交生活在5月需要关注,2023-05,摩羯座
591,月食,,,由于5月5日发生在天蝎座的满月月食带来的挑战，你有关某个密友的个人社交生活在5月需要关注,2023-05,摩羯座
592,月食,,,由于5月5日发生在天蝎座的满月月食带来的挑战，你有关某个密友的个人社交生活在5月需要关注,2023-05,摩羯座
593,月食,,,你星盘里被5月5日月食强调的领域同样也掌管你在团队内的工作，所以如果你是俱乐部或慈善机构的一个成员，你也许会和担任领导的某个成员发生政治麻烦，也许是该团队的的董事会成员,2023-05,摩羯座
594,月食,,,你拥有整个黄道12星座中最快乐的星盘，考虑到我们在本月初有个艰难的月食，因此这是个戏剧性的评估,2023-05,摩羯座
595,月食,,,关于日/月食，有个很好的规则需要记住：在食相附近的日子发起计划是不明智的，但如果你之前没有作出决定、声明，或开始，那你可以回应,2023-05,摩羯座
596,月食,,,5月5日的天蝎座满月日食并不友好，可能会涉及11月8日那个食相期间发生的某些事情，给你的工作和职场带来很多变化,2023-05,水瓶座
597,月食,,,5月5日的天蝎座满月日食并不友好，可能会涉及11月8日那个食相期间发生的某些事情，给你的工作和职场带来很多变化,2023-05,水瓶座
598,月食,,,现在，我们即将迎来它的“孪生兄弟/姐妹”，即5月5日发生在天蝎座15度位置的满月月食,2023-05,水瓶座
599,月食,,,现在，我们即将迎来它的“孪生兄弟/姐妹”，即5月5日发生在天蝎座15度位置的满月月食,2023-05,水瓶座
600,月食,,,现在，我们即将迎来它的“孪生兄弟/姐妹”，即5月5日发生在天蝎座15度位置的满月月食,2023-05,水瓶座
601,月食,"太阳,冥王星",,冥王星会在水瓶座停留到6月11日，（所以）这个满月月食期间，它会加强太阳和满月的影响，意味着某位工作上的合作伙伴，比如：代理人、出版商、领域专家、个人教练、业务合作伙伴、会计或律师之类的，也有可能是你的配偶，会给你的这个决定施加压力，让你开始考虑家庭和工作方面可能存在的冲突,2023-05,水瓶座
602,月食,"太阳,冥王星",,冥王星会在水瓶座停留到6月11日，（所以）这个满月月食期间，它会加强太阳和满月的影响，意味着某位工作上的合作伙伴，比如：代理人、出版商、领域专家、个人教练、业务合作伙伴、会计或律师之类的，也有可能是你的配偶，会给你的这个决定施加压力，让你开始考虑家庭和工作方面可能存在的冲突,2023-05,水瓶座
603,月食,"太阳,冥王星",,冥王星会在水瓶座停留到6月11日，（所以）这个满月月食期间，它会加强太阳和满月的影响，意味着某位工作上的合作伙伴，比如：代理人、出版商、领域专家、个人教练、业务合作伙伴、会计或律师之类的，也有可能是你的配偶，会给你的这个决定施加压力，让你开始考虑家庭和工作方面可能存在的冲突,2023-05,水瓶座
604,月食,,,因为在水逆和5月5日天蝎座满月月食的双重作用下，会营造令人迷惑不清的环境与氛围，让人难以看清前方道路,2023-05,水瓶座
605,月食,,,因为在水逆和5月5日天蝎座满月月食的双重作用下，会营造令人迷惑不清的环境与氛围，让人难以看清前方道路,2023-05,水瓶座
606,日食,,,到了5月19日，新月（这次不是日食）将把五个天体带到你代表秘密的第十二宫，所以在与他人打交道时要小心谨慎,2023-05,狮子座
607,日食,,,到了5月19日，新月（这次不是日食）将把五个天体带到你代表秘密的第十二宫，所以在与他人打交道时要小心谨慎,2023-05,狮子座
608,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,狮子座
609,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,狮子座
610,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,狮子座
611,月食,,,这次满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）,2023-05,狮子座
612,日食,,,另外，因为第六宫（这次日食发生的地方）是下属所在的地方，你可能会听到一个为你工作而很值得信赖的人要离开，比如你的助理（在工作中）、保姆、你母亲的日常护理员、你的管家、记账员、园丁，或者其他你雇用的、每天或经常在家里或工作中看到的人,2023-05,狮子座
613,日食,木星,,日食后11天，木星将抵达金牛座，并将从2023年5月16日一直停留到2024年5月25日——一整年,2023-05,狮子座
614,日食,,,上个月的4月19日，我们经历了白羊座的新月日食——强大的新月——给生活带来深刻而积极的变化,2023-05,白羊座
615,日食,,,上个月的4月19日，我们经历了白羊座的新月日食——强大的新月——给生活带来深刻而积极的变化,2023-05,白羊座
616,月食,,,月食总是成对出现，上个月新月的姐妹对，将在5月5日的满月月食出现，它发生在天蝎座，财务第八宫，代表他人金钱,2023-05,白羊座
617,月食,,,月食总是成对出现，上个月新月的姐妹对，将在5月5日的满月月食出现，它发生在天蝎座，财务第八宫，代表他人金钱,2023-05,白羊座
618,月食,,,月食总是成对出现，上个月新月的姐妹对，将在5月5日的满月月食出现，它发生在天蝎座，财务第八宫，代表他人金钱,2023-05,白羊座
619,月食,,,月食总是成对出现，上个月新月的姐妹对，将在5月5日的满月月食出现，它发生在天蝎座，财务第八宫，代表他人金钱,2023-05,白羊座
620,月食,,,月食总是成对出现，上个月新月的姐妹对，将在5月5日的满月月食出现，它发生在天蝎座，财务第八宫，代表他人金钱,2023-05,白羊座
621,日食,,,5月5日的日食可能与家庭有关，或者与之前在去年的10月10日、11月8日或12月7日前后发生的事情有关,2023-05,白羊座
622,月食,水星,,水星将在本月一直逆行到5月14日，所以不要因为5月5日的月食而急于做出结论或重大决定,2023-05,白羊座
623,月食,,,5月19日的新月将带来更多的财务消息，但与5月5日的月食不同，这次新月(不是月食)将提供赚钱的机会，可能是本职工作加薪，也可能是获批贷款或家里捎来了礼物,2023-05,白羊座
624,月食,,,5月19日的新月将带来更多的财务消息，但与5月5日的月食不同，这次新月(不是月食)将提供赚钱的机会，可能是本职工作加薪，也可能是获批贷款或家里捎来了礼物,2023-05,白羊座
625,月食,,,日月食总是成对出现，早些时候的新月日食出现在4月19日的白羊座尾巴上，仅仅和金牛座差了1.5°,2023-05,白羊座
626,月食,,,日月食总是成对出现，早些时候的新月日食出现在4月19日的白羊座尾巴上，仅仅和金牛座差了1.5°,2023-05,白羊座
627,月食,,,日月食总是成对出现，早些时候的新月日食出现在4月19日的白羊座尾巴上，仅仅和金牛座差了1.5°,2023-05,白羊座
628,日食,,,外带新月日食的影响力是一般新月的叠加，非常强大、有力，因此好的好的开始会带来显著成果,2023-05,白羊座
629,日食,,,外带新月日食的影响力是一般新月的叠加，非常强大、有力，因此好的好的开始会带来显著成果,2023-05,白羊座
630,月食,,,以上所说，就是想表达一件事，就是当宇宙在提示你可以放弃当下某个状态或关系，从而开启人生下一个篇章时，请心怀信念，积极看待这个满月月食带给你的一切,2023-05,白羊座
631,月食,,,以上所说，就是想表达一件事，就是当宇宙在提示你可以放弃当下某个状态或关系，从而开启人生下一个篇章时，请心怀信念，积极看待这个满月月食带给你的一切,2023-05,白羊座
632,月食,,,以上所说，就是想表达一件事，就是当宇宙在提示你可以放弃当下某个状态或关系，从而开启人生下一个篇章时，请心怀信念，积极看待这个满月月食带给你的一切,2023-05,白羊座
633,月食,,,此外，月食期间通常消息是伴随着外部环境变化而来，和你个人所说所做的关系并不大，也比较无能为力，但因为个体和环境的关联性，当局势在变，也会推动着我们生活某部分发生暂时性的颠覆性变化,2023-05,白羊座
634,日食,,,4月19日的日食帮助白羊们找到新的光，通常你们总是埋头于生活中的琐碎，忙碌不得脱身，从而无法让自己跳出迷局，看看能否更进一步，成为更成熟，更有格局的自己,2023-05,白羊座
635,日食,,,4月19日的日食帮助白羊们找到新的光，通常你们总是埋头于生活中的琐碎，忙碌不得脱身，从而无法让自己跳出迷局，看看能否更进一步，成为更成熟，更有格局的自己,2023-05,白羊座
636,日食,,,4月19日的日食帮助白羊们找到新的光，通常你们总是埋头于生活中的琐碎，忙碌不得脱身，从而无法让自己跳出迷局，看看能否更进一步，成为更成熟，更有格局的自己,2023-05,白羊座
637,月食,,,5月5日，满月月食可能会很紧张，这一点不可否认，食相期间出现的事情可能远远出乎意料,2023-05,金牛座
638,月食,,,5月5日，满月月食可能会很紧张，这一点不可否认，食相期间出现的事情可能远远出乎意料,2023-05,金牛座
639,月食,,,5月5日，满月月食可能会很紧张，这一点不可否认，食相期间出现的事情可能远远出乎意料,2023-05,金牛座
640,月食,,,5月5日，满月月食出现在你的对宫星座天蝎座，因此，你会聚焦一段亲密的伙伴或伴侣关系，而且满月月食很可能会为这段关系带来意外的紧张感,2023-05,金牛座
641,月食,,,5月5日，满月月食出现在你的对宫星座天蝎座，因此，你会聚焦一段亲密的伙伴或伴侣关系，而且满月月食很可能会为这段关系带来意外的紧张感,2023-05,金牛座
642,月食,,,5月5日，满月月食出现在你的对宫星座天蝎座，因此，你会聚焦一段亲密的伙伴或伴侣关系，而且满月月食很可能会为这段关系带来意外的紧张感,2023-05,金牛座
643,日食,,,如果5月5日食相期间收到了令人不安的消息，我们还要知道一点：2023年5月16日到2024年5月25日，我们拥有一整年的好日子,2023-05,金牛座
644,月食,木星,8,尽管上个月5月5日的月食可能已经带来了更多财务问题，不久之后5月16日木星又进入你的第八宫他人钱财宫，并将在那里待上一年，直到2024年5月25日,2023-06,天秤座
645,月食,,,上个月并不轻松，因为5月5日在天蝎座发生了一次重大的月食，无论你收到的是什么消息，它都会在你脑海中挥之不去,2023-06,天蝎座
646,月食,,,去年11月8日，金牛座满月月食重点强调了所有的伙伴关系，包括婚姻和感情伴侣关系，也包括事业合作关系,2023-06,天蝎座
647,月食,,,去年11月8日，金牛座满月月食重点强调了所有的伙伴关系，包括婚姻和感情伴侣关系，也包括事业合作关系,2023-06,天蝎座
648,日食,,,如果你上升在天蝎座15°左右，那么可能也会感受到两次日食——至少其中一次掀起的巨大变化,2023-06,天蝎座
649,月食,,,金牛座-天蝎座轴线的食相还会再出现最后一次——10月28日，以金牛座满月月食的形式出现,2023-06,天蝎座
650,月食,,,金牛座-天蝎座轴线的食相还会再出现最后一次——10月28日，以金牛座满月月食的形式出现,2023-06,天蝎座
651,月食,,,金牛座-天蝎座轴线的食相还会再出现最后一次——10月28日，以金牛座满月月食的形式出现,2023-06,天蝎座
652,月食,,,金牛座-天蝎座轴线的食相还会再出现最后一次——10月28日，以金牛座满月月食的形式出现,2023-06,天蝎座
653,月食,,,金牛座-天蝎座轴线的食相还会再出现最后一次——10月28日，以金牛座满月月食的形式出现,2023-06,天蝎座
654,月食,,,4月19日的白羊座满月日食和5月5日的天蝎座月食影响下，生活仿佛一出疯狂的戏剧，时而刺激，时而恐惧，但从不无聊,2023-06,射手座
655,月食,,,4月19日的白羊座满月日食和5月5日的天蝎座月食影响下，生活仿佛一出疯狂的戏剧，时而刺激，时而恐惧，但从不无聊,2023-06,射手座
656,月食,,,4月19日的白羊座满月日食和5月5日的天蝎座月食影响下，生活仿佛一出疯狂的戏剧，时而刺激，时而恐惧，但从不无聊,2023-06,射手座
657,月食,"水星,金星,火星,木星,天王星,冥王星",,现在，诸多行星在固定宫内，火星和金星在狮子座内，天王星、水星和木星在金牛座内，冥王星在水瓶座内（直到6月11日），以及5月5日的天蝎月食，这意味着，你周围没有人愿意让步,2023-06,射手座
658,月食,,,上个月的5月5日的月食发生在你的交友宫天蝎座内，无论当时发生了什么，你都似乎依然还在脑海中挂念（有时日月食带来的信息会在1个月之后才发送，所以也可能是在6月第一周送达）,2023-06,摩羯座
659,月食,,,起初你可能收到了有关某位朋友或你约会对象、你某个孩子的糟糕消息，对你产生了冲击——日月食总是会出乎意料地推动我们采取行动,2023-06,摩羯座
660,月食,,,5月5日的满月月食可能让你震惊或担忧，感情关系或者商业上密切合作的人会出现一些动向,2023-06,金牛座
661,月食,,,5月5日的满月月食可能让你震惊或担忧，感情关系或者商业上密切合作的人会出现一些动向,2023-06,金牛座
662,月食,,,5月5日的满月月食可能让你震惊或担忧，感情关系或者商业上密切合作的人会出现一些动向,2023-06,金牛座
663,月食,,,有时候，月食会延后一个月（对应这次，也就是6月3日及前后几天）或提前一个月（4月5日）传递讯息,2023-06,金牛座
664,月食,,,有时候，月食会延后一个月（对应这次，也就是6月3日及前后几天）或提前一个月（4月5日）传递讯息,2023-06,金牛座
665,月食,,,有时候，月食会延后一个月（对应这次，也就是6月3日及前后几天）或提前一个月（4月5日）传递讯息,2023-06,金牛座
666,月食,,,另外，如果你的生日在5月5日及前后5天之内，而上个月没有什么新消息出现，那么6月3日满月期间及前后五天，5月5日食相引发的相关信息可能还会出现,2023-06,金牛座
667,月食,,,另外，如果你的生日在5月5日及前后5天之内，而上个月没有什么新消息出现，那么6月3日满月期间及前后五天，5月5日食相引发的相关信息可能还会出现,2023-06,金牛座
668,月食,,,另外，如果你的生日在5月5日及前后5天之内，而上个月没有什么新消息出现，那么6月3日满月期间及前后五天，5月5日食相引发的相关信息可能还会出现,2023-06,金牛座
669,月食,,,这次食相会出现在10月28日，是一次金牛座满月月食，和已经感受过的一系列食相相比，这次月食很温柔,2023-07,金牛座
670,月食,,,这次食相会出现在10月28日，是一次金牛座满月月食，和已经感受过的一系列食相相比，这次月食很温柔,2023-07,金牛座
671,月食,,,这次食相会出现在10月28日，是一次金牛座满月月食，和已经感受过的一系列食相相比，这次月食很温柔,2023-07,金牛座
672,月食,木星,,（10月即将到来的满月月食将是一次温和的月食，并与木星相合，所以届时你甚至可能会收到一笔丰厚的款项）,2023-08,天秤座
673,月食,木星,,（10月即将到来的满月月食将是一次温和的月食，并与木星相合，所以届时你甚至可能会收到一笔丰厚的款项）,2023-08,天秤座
674,日食,,,你现在的生活看起来很不一样，事实上，尽管过去两年中的一些日食很艰难，但它们确实扫除了你生活中的蛛网,2023-08,狮子座
675,日食,,,这些天的生活可能看起来很不一样，但要接受它——日食一直要求你重新定义职业和目标感，还要考虑家庭和住房,2023-08,狮子座
676,月食,,,11月末的非常有利于事业的满月之前，还有10月14日的一个日食，可能帮你得到利润丰厚的收入来源,2023-09,处女座
677,月食,,,11月末的非常有利于事业的满月之前，还有10月14日的一个日食，可能帮你得到利润丰厚的收入来源,2023-09,处女座
678,月食,,,11月末的非常有利于事业的满月之前，还有10月14日的一个日食，可能帮你得到利润丰厚的收入来源,2023-09,处女座
679,月食,,,11月末的非常有利于事业的满月之前，还有10月14日的一个日食，可能帮你得到利润丰厚的收入来源,2023-09,处女座
680,日食,,,9月的支出比平时更高，10月初有10月14日发生的新月日食，那时可能出现另一个进账来源,2023-09,处女座
681,日食,,,9月的支出比平时更高，10月初有10月14日发生的新月日食，那时可能出现另一个进账来源,2023-09,处女座
682,日食,,,此外，今年的日食将移至白羊座和天秤座，远离金牛座和天蝎座，这将有助于你处理家庭事务,2023-09,巨蟹座
683,日食,,,此外，今年的日食将移至白羊座和天秤座，远离金牛座和天蝎座，这将有助于你处理家庭事务,2023-09,巨蟹座
684,日食,火星,,值得注意的是，等到火星刚离开，10月14日你就将迎来一个恰好发生在你星盘中同一领域的积极的天秤座新月日食,2023-09,摩羯座
685,日食,火星,,值得注意的是，等到火星刚离开，10月14日你就将迎来一个恰好发生在你星盘中同一领域的积极的天秤座新月日食,2023-09,摩羯座
686,日食,火星,11,火星将于10月11日离开你星盘中这个很有意思的社交宫位，但不用担心，本月对你来说最重要的相位——新月日食，将于10月14日在天秤座21度到来，并掀起影响你爱情生活的重要趋势,2023-10,双子座
687,日食,火星,11,火星将于10月11日离开你星盘中这个很有意思的社交宫位，但不用担心，本月对你来说最重要的相位——新月日食，将于10月14日在天秤座21度到来，并掀起影响你爱情生活的重要趋势,2023-10,双子座
688,日食,,,这是一轮新月，由于日食的缘故，这轮新月的力量更加强大，日食通常预示着一个重要的人生开端——你可能会铭记很久,2023-10,双子座
689,日食,,,这是一轮新月，由于日食的缘故，这轮新月的力量更加强大，日食通常预示着一个重要的人生开端——你可能会铭记很久,2023-10,双子座
690,月食,火星,,10月神奇的浪漫气氛将被火星移入天蝎座（10月11日至11月24日）以及满月月食打断，也就是10月28日到达金牛座5度的满月月食,2023-10,双子座
691,月食,火星,,10月神奇的浪漫气氛将被火星移入天蝎座（10月11日至11月24日）以及满月月食打断，也就是10月28日到达金牛座5度的满月月食,2023-10,双子座
692,月食,火星,,10月神奇的浪漫气氛将被火星移入天蝎座（10月11日至11月24日）以及满月月食打断，也就是10月28日到达金牛座5度的满月月食,2023-10,双子座
693,日食,,,打离婚的双鱼座，可能正在经历财产分割，10月14日的日食也将是与即将成为“过去式“的那位谈判的好时机,2023-10,双鱼座
694,月食,"金星,海王星",,月食的时候，金星是主星，对冲海王星，说明你不掌握全部事实，还不能做出信息全面的决定,2023-10,处女座
695,日食,,,10月14日天秤座21°的新月日食之时，聚光灯很快就会转向你——请注意这一天后的10天,2023-10,天秤座
696,日食,,,10月14日天秤座21°的新月日食之时，聚光灯很快就会转向你——请注意这一天后的10天,2023-10,天秤座
